contestId,index,name,type,tags,problem-description,input-specification,output-specification,demo-input,demo-output,note,verdict,code,ai_generated_code
242,B,Big Segment,PROGRAMMING,"['implementation', 'sortings']","A coordinate line has *n* segments, the *i*-th segment starts at the position *l**i* and ends at the position *r**i*. We will denote such a segment as [*l**i*,<=*r**i*].

You have suggested that one of the defined segments covers all others. In other words, there is such segment in the given set, which contains all other ones. Now you want to test your assumption. Find in the given set the segment which covers all other segments, and print its number. If such a segment doesn't exist, print -1.

Formally we will assume that segment [*a*,<=*b*] covers segment [*c*,<=*d*], if they meet this condition *a*<=≤<=*c*<=≤<=*d*<=≤<=*b*.","The first line contains integer *n* (1<=≤<=*n*<=≤<=105) — the number of segments. Next *n* lines contain the descriptions of the segments. The *i*-th line contains two space-separated integers *l**i*,<=*r**i* (1<=≤<=*l**i*<=≤<=*r**i*<=≤<=109) — the borders of the *i*-th segment.

It is guaranteed that no two segments coincide.","Print a single integer — the number of the segment that covers all other segments in the set. If there's no solution, print -1.

The segments are numbered starting from 1 in the order in which they appear in the input.","['3\n1 1\n2 2\n3 3\n', '6\n1 5\n2 3\n1 10\n7 10\n7 7\n10 10\n']","['-1\n', '3\n']",none,OK,"from collections import defaultdict, deque
from functools import lru_cache
from heapq import b, a
from typing import Counter
import math
c = a
d = b
""""""
    num = int(input())
    arr = list(map(int, input().split()))
    a,b = map(int, input().split())
    graph = defaultdict(list)
    for i in range(
        graph[a].append(b)
        graph[b].append(a)
    MOD = 10**9 + 7
""""""

def i():
    n = int(input())
    f = float(""inf"")
    g = float(""-inf"")
    h = [-1,f,g]
    for i in range(n):
        a,b = map(int, input().split())
        f = min(f, a)
        g = max(g, b)
        if a == f and b == g:
            h = [i,a,b]

    if f == float(""inf"") or g == float(""-inf""):
        print(-1)

    i,a,b = h
    if f == a and g == b:
        print(i+1)
    else:
        print(-1)

def e():
    t = 1

    for _ in range(t):
        i()
             
    
import j
import l
j.setrecursionlimit(1 << 30)
l.stack_size(1 << 27)
k = l.Thread(target=e)
k.start(); k.join()","def g():
    import i
    e = i.stdin.read().split()
    if not e:
        return

    n = int(e[0])
    k = int(e[1])

    a = list(map(int, e[2:2+n]))

    f = 0
    j = 0
    b = 0
    a = 0

    for h in range(n):

        if a[h] == 0:
            j += 1

        while j > k:
            if a[f] == 0:
                j -= 1
            f += 1

        d = h - f + 1
        if d > b:
            b = d
            a = f

    c = k
    for i in range(a, a + b):
        if a[i] == 0 and c > 0:
            a[i] = 1
            c -= 1

    print(b)
    print("" "".join(map(str, a)))

if __name__ == ""__main__"":
    g()"
844,B,Rectangles,PROGRAMMING,"['combinatorics', 'math']","You are given *n*<=×<=*m* table. Each cell of the table is colored white or black. Find the number of non-empty sets of cells such that:
 1.  All cells in a set have the same color. 1.  Every two cells in a set share row or column.","The first line of input contains integers *n* and *m* (1<=≤<=*n*,<=*m*<=≤<=50) — the number of rows and the number of columns correspondingly.

The next *n* lines of input contain descriptions of rows. There are *m* integers, separated by spaces, in each line. The number equals 0 if the corresponding cell is colored white and equals 1 if the corresponding cell is colored black.",Output single integer  — the number of non-empty sets from the problem description.,"['1 1\n0\n', '2 3\n1 0 1\n0 1 0\n']","['1\n', '8\n']","In the second example, there are six one-element sets. Additionally, there are two two-element sets, the first one consists of the first and the third cells of the first row, the second one consists of the first and the third cells of the second row. To sum up, there are 8 sets.",WRONG_ANSWER,"def c(g):
  x = 0
  for i in range(g):
    x = x + (g-i-1)
  return x

f = []
n, m = [int(n) for n in input().split("" "")]
for i in range(n):
  h = [int(n) for n in input().split("" "")]
  f.append(h)

e = 0
d = 0
for i in range(n):
  b = 0
  j = 0
  for j in range(m):
    if(f[i][j] == 0):
      j = j + 1
    else:
      b = b + 1
  e = e + c(j) + c(b)

for i in range(m):
  a = 0
  i = 0
  for j in range(n):
    if(f[j][i] == 0):
      i = i + 1
    else:
      a= a + 1
  d = d + c(i) + c(a)

print(d + e + n*m)","def a(c):

    if len(c) > 10:

        return c[0] + str(len(c) - 2) + c[-1]
    else:
        return c

def b():

    n = int(input().strip())
    for _ in range(n):
        c = input().strip()

        print(a(c))

if __name__ == ""__main__"":
    b()"
915,A,Garden,PROGRAMMING,['implementation'],"Luba thinks about watering her garden. The garden can be represented as a segment of length *k*. Luba has got *n* buckets, the *i*-th bucket allows her to water some continuous subsegment of garden of length exactly *a**i* each hour. Luba can't water any parts of the garden that were already watered, also she can't water the ground outside the garden.

Luba has to choose one of the buckets in order to water the garden as fast as possible (as mentioned above, each hour she will water some continuous subsegment of length *a**i* if she chooses the *i*-th bucket). Help her to determine the minimum number of hours she has to spend watering the garden. It is guaranteed that Luba can always choose a bucket so it is possible water the garden.

See the examples for better understanding.","The first line of input contains two integer numbers *n* and *k* (1<=≤<=*n*,<=*k*<=≤<=100) — the number of buckets and the length of the garden, respectively.

The second line of input contains *n* integer numbers *a**i* (1<=≤<=*a**i*<=≤<=100) — the length of the segment that can be watered by the *i*-th bucket in one hour.

It is guaranteed that there is at least one bucket such that it is possible to water the garden in integer number of hours using only this bucket.",Print one integer number — the minimum number of hours required to water the garden.,"['3 6\n2 3 5\n', '6 7\n1 2 3 4 5 6\n']","['2\n', '7\n']","In the first test the best option is to choose the bucket that allows to water the segment of length 3. We can't choose the bucket that allows to water the segment of length 5 because then we can't water the whole garden.

In the second test we can choose only the bucket that allows us to water the segment of length 1.",OK,"def f():
    c,k=map(int,input().split())
    n=map(int, input().split())
    b=0
    a=0
    for i in n:
        if(k%i==0 and i>b):
            b=i 
            a=int(k/i)
            
    print(a)
f()","import o
import math

a = 10**9 + 7

def l(a, b, k=a):
    """"""Modular exponentiation. Computes a^b mod mod.""""""
    return pow(a, b, k)

def g(n):
    """"""
    Factorize the given integer n (n <= 10^9) using trial division.
    Returns a dictionary where keys are prime factors and values are their exponents.
    """"""
    h = {}

    while n % 2 == 0:
        h[2] = h.get(2, 0) + 1
        n //= 2

    f = 3
    while f * f <= n:
        while n % f == 0:
            h[f] = h.get(f, 0) + 1
            n //= f
        f += 2
    if n > 1:
        h[n] = h.get(n, 0) + 1
    return h

def i():
    d = o.stdin.read().strip().split()
    if not d:
        return

    x = int(d[0])
    y = int(d[1])

    if y % x != 0:
        print(0)
        return

    S = y // x

    f = g(S)
    n = list(f.keys())
    k = len(n)
    
    b = 0

    for j in range(1 << k):
        d = 1
        c = 0
        for i in range(k):
            if j & (1 << i):
                d *= n[i]
                c += 1

        m = -1 if (c % 2 == 1) else 1

        e = (S // d) - 1
        p = m * l(2, e, a)
        b = (b + p) % a

    print(b % a)

if __name__ == '__main__':
    i()"
192,A,Funky Numbers,PROGRAMMING,"['binary search', 'brute force', 'implementation']","As you very well know, this year's funkiest numbers are so called triangular numbers (that is, integers that are representable as , where *k* is some positive integer), and the coolest numbers are those that are representable as a sum of two triangular numbers.

A well-known hipster Andrew adores everything funky and cool but unfortunately, he isn't good at maths. Given number *n*, help him define whether this number can be represented by a sum of two triangular numbers (not necessarily different)!",The first input line contains an integer *n* (1<=≤<=*n*<=≤<=109).,"Print ""YES"" (without the quotes), if *n* can be represented as a sum of two triangular numbers, otherwise print ""NO"" (without the quotes).","['256\n', '512\n']","['YES\n', 'NO\n']","In the first sample number <img align=""middle"" class=""tex-formula"" src=""https://espresso.codeforces.com/92095692c6ea93e9e3b837a0408ba7543549d5b2.png"" style=""max-width: 100.0%;max-height: 100.0%;""/>.

In the second sample number 512 can not be represented as a sum of two triangular numbers.",OK,"import i, g.path
from collections import*
from copy import*
import math
e=10**9+7
if(g.path.exists('input.txt')):
    i.stdin = open(""input.txt"",""r"")
    i.stdout = open(""output.txt"",""w"")

def a(c,h,x):
    while(c<=h):
        d=c+(h-c)//2
        b=(d*(d+1))//2
        if(b==x):
            return 1
        elif(b>x):
            h=d-1
        else:
            c=d+1
    return 0
n=int(input())
f=10**5
b=0
for i in range(1,f+1):
    a=(i*(i+1))//2
    if(a(1,f,n-a)):
        b=1
        break
if(b==0):
    print('NO')
else:
    print('YES')","import h

def d():

    c = h.stdin.read().splitlines()

    if len(c) < 2:
        return

    a = c[0].strip()
    b = c[1].strip()

    def e(g):
        f = g.lstrip('0')
        return f if f != """" else ""0""
    
    a = e(a)
    b = e(b)

    if len(a) < len(b):
        h.stdout.write(""<"")
    elif len(a) > len(b):
        h.stdout.write("">"")
    else:

        if a == b:
            h.stdout.write(""="")
        elif a < b:
            h.stdout.write(""<"")
        else:
            h.stdout.write("">"")

if __name__ == ""__main__"":
    d()"
121,A,Lucky Sum,PROGRAMMING,['implementation'],"Petya loves lucky numbers. Everybody knows that lucky numbers are positive integers whose decimal representation contains only the lucky digits 4 and 7. For example, numbers 47, 744, 4 are lucky and 5, 17, 467 are not.

Let *next*(*x*) be the minimum lucky number which is larger than or equals *x*. Petya is interested what is the value of the expression *next*(*l*)<=+<=*next*(*l*<=+<=1)<=+<=...<=+<=*next*(*r*<=-<=1)<=+<=*next*(*r*). Help him solve this problem.",The single line contains two integers *l* and *r* (1<=≤<=*l*<=≤<=*r*<=≤<=109) — the left and right interval limits.,"In the single line print the only number — the sum *next*(*l*)<=+<=*next*(*l*<=+<=1)<=+<=...<=+<=*next*(*r*<=-<=1)<=+<=*next*(*r*).

Please do not use the %lld specificator to read or write 64-bit integers in C++. It is preferred to use the cin, cout streams or the %I64d specificator.","['2 7\n', '7 7\n']","['33\n', '7\n']","In the first sample: *next*(2) + *next*(3) + *next*(4) + *next*(5) + *next*(6) + *next*(7) = 4 + 4 + 4 + 7 + 7 + 7 = 33

In the second sample: *next*(7) = 7",WRONG_ANSWER,"import p
input = p.stdin.readline

def d():
    return(int(input()))
def c():
    return(list(map(int,input().split())))
def e():
    s = input()
    return(list(s[:len(s) - 1]))
def f():
    return(map(int,input().split()))

def a():
    l,r = f()

    g = [4,7]

    o = -1 
    if g[0] >= l and o == -1:
        o = g[0] 
    if g[1] >= l and o == -1:
        o = g[1]

    b = 0

    while True:        
        j = (g[b]*10)+4
        k = (g[b]*10)+7

        if j >= l and o == -1:
            o = j 
        if k >= l and o == -1:
            o = k 

        if j >= r :
            g.append(j)
            break  
        else:
            g.append(j)
        if k >= r:
            g.append(k)
            break 
        else:
            g.append(k)

        b += 1

    n = g.b(o)

    sum = 0 

    for h in range(n,len(g)):
        i = g[h]

        if h  == n:
            l = (i - l) + 1 
        elif h == len(g)-1:
            m = g[h-1]
            l = (r - (m+1)) + 1
        else:
            m = g[h-1]
            l = i - m
        
        sum += (i*l)

    print(sum)
    return

a()","def i():
    import k
    from collections import a

    g = k.stdin.read().split()
    if not g:
        return
    n = int(g[0])

    d = a()
    f = a()
    e = a()

    h = 1
    for _ in range(n):
        x = int(g[h])
        y = int(g[h + 1])
        h += 2
        
        d[x] += 1
        f[y] += 1
        e[(x, y)] += 1

    def c(b):
        return b * (b - 1) // 2

    j = 0

    for b in d.values():
        j += c(b)

    for b in f.values():
        j += c(b)

    for b in e.values():
        j -= c(b)

    k.stdout.write(str(j))

if __name__ == '__main__':
    i()"
214,A,System of Equations,PROGRAMMING,['brute force'],"Furik loves math lessons very much, so he doesn't attend them, unlike Rubik. But now Furik wants to get a good mark for math. For that Ms. Ivanova, his math teacher, gave him a new task. Furik solved the task immediately. Can you?

You are given a system of equations: 

You should count, how many there are pairs of integers (*a*,<=*b*) (0<=≤<=*a*,<=*b*) which satisfy the system.","A single line contains two integers *n*,<=*m* (1<=≤<=*n*,<=*m*<=≤<=1000) — the parameters of the system. The numbers on the line are separated by a space.",On a single line print the answer to the problem.,"['9 3\n', '14 28\n', '4 20\n']","['1\n', '1\n', '0\n']","In the first sample the suitable pair is integers (3, 0). In the second sample the suitable pair is integers (3, 5). In the third sample there is no suitable pair.",OK,"import sys
import math

def b():
    n, m = map(int, input().split())
    a = 0 
    for a in range(1001):
        for b in range(1001):
            if (a**2) + b == n and a + (b**2) == m:
                a+=1
    print(a)
    return

if __name__ == '__main__':
    b()","import s

def l():

    g = s.stdin.read().splitlines()
    if not g:
        return

    n, m = map(int, g[0].split())
    h = [list(k.strip()) for k in g[1:1+n]]

    a = []
    for i in range(n):
        for j in range(m):
            if h[i][j] == 'B':
                a.append((i, j))

    r = [None] * n
    for i in range(n):
        i = m
        p = -1
        for j in range(m):
            if h[i][j] == 'B':
                i = min(i, j)
                p = max(p, j)
        if p != -1:
            r[i] = (i, p)

            for j in range(i, p+1):
                if h[i][j] != 'B':
                    print(""NO"")
                    return

    f = [None] * m
    for j in range(m):
        t = n
        b = -1
        for i in range(n):
            if h[i][j] == 'B':
                t = min(t, i)
                b = max(b, i)
        if b != -1:
            f[j] = (t, b)

            for i in range(t, b+1):
                if h[i][j] != 'B':
                    print(""NO"")
                    return

    m = len(a)
    for a in range(m):
        n, d = a[a]
        for b in range(a+1, m):
            o, e = a[b]

            if n == o or d == e:
                continue

            v = False

            if h[n][e] == 'B':

                j = min(d, e)
                q = max(d, e)
                if r[n] is not None and r[n][0] <= j and r[n][1] >= q:

                    u = min(n, o)
                    c = max(n, o)
                    if f[e] is not None and f[e][0] <= u and f[e][1] >= c:
                        v = True

            if not v and h[o][d] == 'B':
                j = min(d, e)
                q = max(d, e)
                if r[o] is not None and r[o][0] <= j and r[o][1] >= q:
                    u = min(n, o)
                    c = max(n, o)
                    if f[d] is not None and f[d][0] <= u and f[d][1] >= c:
                        v = True

            if not v:
                print(""NO"")
                return

    print(""YES"")

if __name__ == '__main__':
    l()"
385,B,Bear and Strings,PROGRAMMING,"['brute force', 'greedy', 'implementation', 'math', 'strings']","The bear has a string *s*<==<=*s*1*s*2... *s*|*s*| (record |*s*| is the string's length), consisting of lowercase English letters. The bear wants to count the number of such pairs of indices *i*,<=*j* (1<=≤<=*i*<=≤<=*j*<=≤<=|*s*|), that string *x*(*i*,<=*j*)<==<=*s**i**s**i*<=+<=1... *s**j* contains at least one string ""bear"" as a substring.

String *x*(*i*,<=*j*) contains string ""bear"", if there is such index *k* (*i*<=≤<=*k*<=≤<=*j*<=-<=3), that *s**k*<==<=*b*, *s**k*<=+<=1<==<=*e*, *s**k*<=+<=2<==<=*a*, *s**k*<=+<=3<==<=*r*.

Help the bear cope with the given problem.",The first line contains a non-empty string *s* (1<=≤<=|*s*|<=≤<=5000). It is guaranteed that the string only consists of lowercase English letters.,Print a single number — the answer to the problem.,"['bearbtear\n', 'bearaabearc\n']","['6\n', '20\n']","In the first sample, the following pairs (*i*, *j*) match: (1, 4), (1, 5), (1, 6), (1, 7), (1, 8), (1, 9).

In the second sample, the following pairs (*i*, *j*) match: (1,  4), (1,  5), (1,  6), (1,  7), (1,  8), (1,  9), (1,  10), (1,  11), (2,  10), (2,  11), (3,  10), (3,  11), (4,  10), (4,  11), (5,  10), (5,  11), (6,  10), (6,  11), (7,  10), (7,  11).",WRONG_ANSWER,"def b(s):
    n = len(s)
    a = 0
    c = []

    for i in range(n - 3):
        if s[i:i + 4] == ""bear"":
            c.append(i)

    for i in c:
        l = i + 1
        r = n - (i + 3) - 1
        a += l * r

    return a

s = input()
print(b(s))","import e

def c():

    b = e.stdin.read().split()

    n = int(b[0])

    a = list(map(int, b[1:]))

    d = max(a) if a else 0

    print(d)

if __name__ == ""__main__"":
    c()"
60,B,Serial Time!,PROGRAMMING,"['dfs and similar', 'dsu']","The Cereal Guy's friend Serial Guy likes to watch soap operas. An episode is about to start, and he hasn't washed his plate yet. But he decided to at least put in under the tap to be filled with water. The plate can be represented by a parallelepiped *k*<=×<=*n*<=×<=*m*, that is, it has *k* layers (the first layer is the upper one), each of which is a rectangle *n*<=×<=*m* with empty squares ('.') and obstacles ('#'). The water can only be present in the empty squares. The tap is positioned above the square (*x*,<=*y*) of the first layer, it is guaranteed that this square is empty. Every minute a cubical unit of water falls into the plate. Find out in how many minutes the Serial Guy should unglue himself from the soap opera and turn the water off for it not to overfill the plate. That is, you should find the moment of time when the plate is absolutely full and is going to be overfilled in the next moment.

Note: the water fills all the area within reach (see sample 4). Water flows in each of the 6 directions, through faces of 1<=×<=1<=×<=1 cubes.","The first line contains three numbers *k*, *n*, *m* (1<=≤<=*k*,<=*n*,<=*m*<=≤<=10) which are the sizes of the plate. Then follow *k* rectangles consisting of *n* lines each containing *m* characters '.' or '#', which represents the ""layers"" of the plate in the order from the top to the bottom. The rectangles are separated by empty lines (see the samples). The last line contains *x* and *y* (1<=≤<=*x*<=≤<=*n*,<=1<=≤<=*y*<=≤<=*m*) which are the tap's coordinates. *x* is the number of the line and *y* is the number of the column. Lines of each layer are numbered from left to right by the integers from 1 to *n*, columns of each layer are numbered from top to bottom by the integers from 1 to *m*.","The answer should contain a single number, showing in how many minutes the plate will be filled.","['1 1 1\n\n.\n\n1 1\n', '2 1 1\n\n.\n\n#\n\n1 1\n', '2 2 2\n\n.#\n##\n\n..\n..\n\n1 1\n', '3 2 2\n\n#.\n##\n\n#.\n.#\n\n..\n..\n\n1 2\n', '3 3 3\n\n.#.\n###\n##.\n\n.##\n###\n##.\n\n...\n...\n...\n\n1 1\n']","['1\n', '1\n', '5\n', '7\n', '13\n']",none,WRONG_ANSWER,"import sys

def c():
	k, n, m = input().split("" "")
	g = int(k)
	f = int(n)
	e = int(m)

	input()

	i = []
	m = []
	for a in range(g):
  
		h = []
		l = []
		for b in range(f):

			h.append(input().split("" ""))

			v = []
			for c in range(e):
				v.append(False)
			l.append(v)

		i.append(h)
		m.append(l)
		input()

	x, y = input().split("" "")
	x = int(x)
	y = int(y)
	print(n(i, m, 0, x-1, y-1, f, e))

def n(i, m, a, x, y, f, e):
	if (0 <= a < len(i)) and (0 <= x < f) and (0 <= y < e):
		if not m[a][x][y]:
			k = i[a][x][0]
			j = k[y]
			m[a][x][y] = True

			if j == ""."":
				d = 1

				d += n(i, m, a-1, x, y, f, e)
				d += n(i, m, a, x-1, y-1, f, e)
				d += n(i, m, a, x-1, y, f, e)
				d += n(i, m, a, x-1, y+1, f, e)
				d += n(i, m, a, x, y-1, f, e)
				d += n(i, m, a, x, y+1, f, e)
				d += n(i, m, a, x+1, y-1, f, e)
				d += n(i, m, a, x+1, y, f, e)
				d += n(i, m, a, x+1, y+1, f, e)
				d += n(i, m, a+1, x, y, f, e)

				return d

	return 0

c()","import j

def d():

    b = j.stdin.read().strip().split()
    if not b:
        return

    n = int(b[0])
    i = []
    c = 1

    for _ in range(n):

        x = int(b[c])
        y = int(b[c + 1])
        i.append((x, y))
        c += 2

    if n == 1:
        print(-1)
        return

    if n == 2:
        k, n = i[0]
        l, o = i[1]

        if k != l and n != o:
            a = abs(l - k) * abs(o - n)
            print(a)
        else:

            print(-1)
        return

    m = [p[0] for p in i]
    p = [p[1] for p in i]
    g = min(m)
    e = max(m)
    h = min(p)
    f = max(p)

    a = (e - g) * (f - h)
    print(a)

if __name__ == ""__main__"":
    d()"
709,A,Juicer,PROGRAMMING,['implementation'],"Kolya is going to make fresh orange juice. He has *n* oranges of sizes *a*1,<=*a*2,<=...,<=*a**n*. Kolya will put them in the juicer in the fixed order, starting with orange of size *a*1, then orange of size *a*2 and so on. To be put in the juicer the orange must have size not exceeding *b*, so if Kolya sees an orange that is strictly greater he throws it away and continues with the next one.

The juicer has a special section to collect waste. It overflows if Kolya squeezes oranges of the total size strictly greater than *d*. When it happens Kolya empties the waste section (even if there are no more oranges) and continues to squeeze the juice. How many times will he have to empty the waste section?","The first line of the input contains three integers *n*, *b* and *d* (1<=≤<=*n*<=≤<=100<=000, 1<=≤<=*b*<=≤<=*d*<=≤<=1<=000<=000) — the number of oranges, the maximum size of the orange that fits in the juicer and the value *d*, which determines the condition when the waste section should be emptied.

The second line contains *n* integers *a*1,<=*a*2,<=...,<=*a**n* (1<=≤<=*a**i*<=≤<=1<=000<=000) — sizes of the oranges listed in the order Kolya is going to try to put them in the juicer.",Print one integer — the number of times Kolya will have to empty the waste section.,"['2 7 10\n5 6\n', '1 5 10\n7\n', '3 10 10\n5 7 7\n', '1 1 1\n1\n']","['1\n', '0\n', '1\n', '0\n']","In the first sample, Kolya will squeeze the juice from two oranges and empty the waste section afterwards.

In the second sample, the orange won't fit in the juicer so Kolya will have no juice at all.",OK,"def a(b, d, d):
    b = 0
    e = 0
    for c in d:
        if c > b:
            continue
        if e + c > d:
            b += 1
            e = 0
        else:
            e += c
    return b

if __name__ == ""__main__"":
    _, b, d = map(int, input().split())
    d = map(int, input().split())
    print(a(b, d, d))","import f

def e():
    import i
    a = i.stdin.read().strip().split()
    if not a:
        return
    Y = int(a[0])
    W = int(a[1])

    g = max(Y, W)

    c = 7 - g

    j = 6

    d = f.gcd(c, j)

    h = c // d
    b = j // d

    print(f""{h}/{b}"")

if __name__ == '__main__':
    e()"
266,A,Stones on the Table,PROGRAMMING,['implementation'],"There are *n* stones on the table in a row, each of them can be red, green or blue. Count the minimum number of stones to take from the table so that any two neighboring stones had different colors. Stones in a row are considered neighboring if there are no other stones between them.","The first line contains integer *n* (1<=≤<=*n*<=≤<=50) — the number of stones on the table. 

The next line contains string *s*, which represents the colors of the stones. We'll consider the stones in the row numbered from 1 to *n* from left to right. Then the *i*-th character *s* equals ""R"", if the *i*-th stone is red, ""G"", if it's green and ""B"", if it's blue.",Print a single integer — the answer to the problem.,"['3\nRRG\n', '5\nRRRRR\n', '4\nBRBG\n']","['1\n', '4\n', '0\n']",none,WRONG_ANSWER,"n = int(input())
b = input()

def c(n, b):
    a = 0
    i = 0
    while i < n:
        j = i + 1
        while j < n and b[i] == b[j]:
            j += 1
        a += 1
        i = j
    return a - 1

d = c(n, b)
print(d)","def b():
    import d

    a = d.stdin.read().split()
    if not a:
        return

    n = int(a[0])

    c = list(map(int, a[1:]))

    c.sort()

    for i in range(n - 2):

        if c[i] + c[i+1] > c[i+2]:

            d.stdout.write(""YES"")
            return

    d.stdout.write(""NO"")
    
if __name__ == ""__main__"":
    b()"
102,A,Clothes,PROGRAMMING,['brute force'],"A little boy Gerald entered a clothes shop and found out something very unpleasant: not all clothes turns out to match. For example, Gerald noticed that he looks rather ridiculous in a smoking suit and a baseball cap.

Overall the shop sells *n* clothing items, and exactly *m* pairs of clothing items match. Each item has its price, represented by an integer number of rubles. Gerald wants to buy three clothing items so that they matched each other. Besides, he wants to spend as little money as possible. Find the least possible sum he can spend.","The first input file line contains integers *n* and *m* — the total number of clothing items in the shop and the total number of matching pairs of clothing items ().

Next line contains *n* integers *a**i* (1<=≤<=*a**i*<=≤<=106) — the prices of the clothing items in rubles.

Next *m* lines each contain a pair of space-separated integers *u**i* and *v**i* (1<=≤<=*u**i*,<=*v**i*<=≤<=*n*,<=*u**i*<=≠<=*v**i*). Each such pair of numbers means that the *u**i*-th and the *v**i*-th clothing items match each other. It is guaranteed that in each pair *u**i* and *v**i* are distinct and all the unordered pairs (*u**i*,<=*v**i*) are different.","Print the only number — the least possible sum in rubles that Gerald will have to pay in the shop. If the shop has no three clothing items that would match each other, print ""-1"" (without the quotes).","['3 3\n1 2 3\n1 2\n2 3\n3 1\n', '3 2\n2 3 4\n2 3\n2 1\n', '4 4\n1 1 1 1\n1 2\n2 3\n3 4\n4 1\n']","['6\n', '-1\n', '-1\n']","In the first test there only are three pieces of clothing and they all match each other. Thus, there is only one way — to buy the 3 pieces of clothing; in this case he spends 6 roubles.

The second test only has three pieces of clothing as well, yet Gerald can't buy them because the first piece of clothing does not match the third one. Thus, there are no three matching pieces of clothing. The answer is -1.

In the third example there are 4 pieces of clothing, but Gerald can't buy any 3 of them simultaneously. The answer is -1.",RUNTIME_ERROR,"import math
def b(a,b):
    while a%b !=0:
        a = b
        b = a%b
        a = a
    return b

def c(a,b):
    return (a/b(a,b))*b

def d(a):
    return ((a-3)//3)-1
    
for _ in range(int(input())):
    a = int(input())
    print(d(a))","a, b = map(int, input().split())

a = 0

while b:

    a += a // b

    a, b = b, a % b

print(a)"
63,A,Sinking Ship,PROGRAMMING,"['implementation', 'sortings', 'strings']","The ship crashed into a reef and is sinking. Now the entire crew must be evacuated. All *n* crew members have already lined up in a row (for convenience let's label them all from left to right with positive integers from 1 to *n*) and await further instructions. However, one should evacuate the crew properly, in a strict order. Specifically:

The first crew members to leave the ship are rats. Then women and children (both groups have the same priority) leave the ship. After that all men are evacuated from the ship. The captain leaves the sinking ship last.

If we cannot determine exactly who should leave the ship first for any two members of the crew by the rules from the previous paragraph, then the one who stands to the left in the line leaves the ship first (or in other words, the one whose number in the line is less).

For each crew member we know his status as a crew member, and also his name. All crew members have different names. Determine the order in which to evacuate the crew.","The first line contains an integer *n*, which is the number of people in the crew (1<=≤<=*n*<=≤<=100). Then follow *n* lines. The *i*-th of those lines contains two words — the name of the crew member who is *i*-th in line, and his status on the ship. The words are separated by exactly one space. There are no other spaces in the line. The names consist of Latin letters, the first letter is uppercase, the rest are lowercase. The length of any name is from 1 to 10 characters. The status can have the following values: rat for a rat, woman for a woman, child for a child, man for a man, captain for the captain. The crew contains exactly one captain.",Print *n* lines. The *i*-th of them should contain the name of the crew member who must be the *i*-th one to leave the ship.,['6\nJack captain\nAlice woman\nCharlie man\nTeddy rat\nBob child\nJulia woman\n'],['Teddy\nAlice\nBob\nJulia\nCharlie\nJack\n'],none,OK,"from functools import e

class a:
    def __init__(l, b: int, c: str, d: str):
        l.id = b
        l.name = c
        l.status = d

    def __str__(l):
        return f'id: {l.id}, name: {l.name}, status: {l.status}'

def g(i:a, j:a) -> int:
    if i.status != ""rat"" and j.status == ""rat"":
        return 1
    if i.status == ""rat"" and j.status != ""rat"":
        return -1
    if (i.status != ""woman"" and i.status != ""child"") and (j.status == ""woman"" or j.status == ""child""):
        return 1
    if (i.status == ""woman"" or i.status == ""child"") and (j.status != ""woman"" and j.status != ""child""):
        return -1
    if i.status != ""man"" and j.status == ""man"":
        return 1
    if i.status == ""man"" and j.status != ""man"":
        return -1

    return i.id - j.id
def k(f:list):
    for h in f:
        print(h)

n = int(input())
f = []

for i in range(n):
    c, d = input().split()
    h = a(i + 1, c, d)
    f.append(h)

f.sort(key=e(g))

for h in f:
    print(h.name)","import e

def d():

    a = e.stdin.read().split()

    n = int(a[0])

    c = a[1:]

    b = 1

    for i in range(1, n):

        if c[i] != c[i-1]:
            b += 1

    print(b)

if __name__ == ""__main__"":
    d()"
