contestId,index,name,type,tags,problem-description,input-specification,output-specification,demo-input,demo-output,note,verdict,code,ai_generated_code
745,A,Hongcow Learns the Cyclic Shift,PROGRAMMING,"['implementation', 'strings']","Hongcow is learning to spell! One day, his teacher gives him a word that he needs to learn to spell. Being a dutiful student, he immediately learns how to spell the word.

Hongcow has decided to try to make new words from this one. He starts by taking the word he just learned how to spell, and moves the last character of the word to the beginning of the word. He calls this a cyclic shift. He can apply cyclic shift many times. For example, consecutively applying cyclic shift operation to the word ""abracadabra"" Hongcow will get words ""aabracadabr"", ""raabracadab"" and so on.

Hongcow is now wondering how many distinct words he can generate by doing the cyclic shift arbitrarily many times. The initial string is also counted.","The first line of input will be a single string *s* (1<=≤<=|*s*|<=≤<=50), the word Hongcow initially learns how to spell. The string *s* consists only of lowercase English letters ('a'–'z').",Output a single integer equal to the number of distinct strings that Hongcow can obtain by applying the cyclic shift arbitrarily many times to the given string.,"['abcd\n', 'bbb\n', 'yzyz\n']","['4\n', '1\n', '2\n']","For the first sample, the strings Hongcow can generate are ""abcd"", ""dabc"", ""cdab"", and ""bcda"".

For the second sample, no matter how many times Hongcow does the cyclic shift, Hongcow can only generate ""bbb"".

For the third sample, the two strings Hongcow can generate are ""yzyz"" and ""zyzy"".",OK,"s=input()
c={s}
def cyc(s2):return s2[-1]+s2[:-1]
for i in range(len(s)):
    s=cyc(s)
    c.add(s)
print(len(c))","def distinct_cyclic_shifts(s):

    shifts = set()

    n = len(s)

    for i in range(n):

        shifted = s[i:] + s[:i]

        shifts.add(shifted)

    return len(shifts)

input_strings = ['abcd\n', 'bbb\n', 'yzyz\n']

for input_str in input_strings:

    word = input_str.strip()

    result = distinct_cyclic_shifts(word)

    print(result)"
510,A,Fox And Snake,PROGRAMMING,['implementation'],"Fox Ciel starts to learn programming. The first task is drawing a fox! However, that turns out to be too hard for a beginner, so she decides to draw a snake instead.

A snake is a pattern on a *n* by *m* table. Denote *c*-th cell of *r*-th row as (*r*,<=*c*). The tail of the snake is located at (1,<=1), then it's body extends to (1,<=*m*), then goes down 2 rows to (3,<=*m*), then goes left to (3,<=1) and so on.

Your task is to draw this snake for Fox Ciel: the empty cells should be represented as dot characters ('.') and the snake cells should be filled with number signs ('#').

Consider sample tests in order to understand the snake pattern.","The only line contains two integers: *n* and *m* (3<=≤<=*n*,<=*m*<=≤<=50). 

*n* is an odd number.",Output *n* lines. Each line should contain a string consisting of *m* characters. Do not output spaces.,"['3 3\n', '3 4\n', '5 3\n', '9 9\n']","['###\n..#\n###\n', '####\n...#\n####\n', '###\n..#\n###\n#..\n###\n', '#########\n........#\n#########\n#........\n#########\n........#\n#########\n#........\n#########\n']",none,OK,"def Fox_and_Snake(r,c):
    next_ = 3
    next_2 = 1
    for i in range(r):
        for j in range(c):
            if i %2 == 0:
                print('
            else:
                if i == next_2 and j == (c-1):
                    print('
                    next_2 +=4
                elif i == next_ and j ==0:
                    print('
                    next_ +=4
                else :
                    print('.', end = '')
        print()
        
r, c = map( int, input().split())

Fox_and_Snake(r,c)","def draw_snake(n, m):

    grid = [['.' for _ in range(m)] for _ in range(n)]
    
    for i in range(n):
        if i % 2 == 0:

            for j in range(m):
                grid[i][j] = '
        else:

            if (i // 2) % 2 == 0:
                grid[i][m - 1] = '
            else:
                grid[i][0] = '

    for row in grid:
        print(''.join(row))

draw_snake(3, 3)
draw_snake(3, 4)
draw_snake(5, 3)
draw_snake(9, 9)"
242,B,Big Segment,PROGRAMMING,"['implementation', 'sortings']","A coordinate line has *n* segments, the *i*-th segment starts at the position *l**i* and ends at the position *r**i*. We will denote such a segment as [*l**i*,<=*r**i*].

You have suggested that one of the defined segments covers all others. In other words, there is such segment in the given set, which contains all other ones. Now you want to test your assumption. Find in the given set the segment which covers all other segments, and print its number. If such a segment doesn't exist, print -1.

Formally we will assume that segment [*a*,<=*b*] covers segment [*c*,<=*d*], if they meet this condition *a*<=≤<=*c*<=≤<=*d*<=≤<=*b*.","The first line contains integer *n* (1<=≤<=*n*<=≤<=105) — the number of segments. Next *n* lines contain the descriptions of the segments. The *i*-th line contains two space-separated integers *l**i*,<=*r**i* (1<=≤<=*l**i*<=≤<=*r**i*<=≤<=109) — the borders of the *i*-th segment.

It is guaranteed that no two segments coincide.","Print a single integer — the number of the segment that covers all other segments in the set. If there's no solution, print -1.

The segments are numbered starting from 1 in the order in which they appear in the input.","['3\n1 1\n2 2\n3 3\n', '6\n1 5\n2 3\n1 10\n7 10\n7 7\n10 10\n']","['-1\n', '3\n']",none,TIME_LIMIT_EXCEEDED,"a = []
b = []
def allseg(a,b):
    result = -1
    min_a = min(a)
    max_b = max(b)
    x = find_all(min_a,a)
    y = find_all(max_b,b)
    for i in range (len(x)):
        if x[i] in y:
            result = x[i]+1
            break
    return result

def find_all(n,str):
    result = []
    for i in range (len(str)):
        if str[i] == n:
            result.append(i)
    return result

t = int(input())
for i in range (t):
    seg = input().split()
    a.append(int(seg[0]))
    b.append(int(seg[1]))
result = allseg(a,b)
print (result)","def find_covering_segment(segments):

    min_l = float('inf')
    max_r = float('-inf')
    index = -1

    for i, (l, r) in enumerate(segments):

        if l < min_l:
            min_l = l
        if r > max_r:
            max_r = r

    for i, (l, r) in enumerate(segments):
        if l <= min_l and r >= max_r:
            return i + 1

    return -1

import sys

input_data = sys.stdin.read().splitlines()
n = int(input_data[0])
segments = [tuple(map(int, line.split())) for line in input_data[1:n+1]]

result = find_covering_segment(segments)

print(result)"
678,A,Johny Likes Numbers,PROGRAMMING,"['implementation', 'math']","Johny likes numbers *n* and *k* very much. Now Johny wants to find the smallest integer *x* greater than *n*, so it is divisible by the number *k*.","The only line contains two integers *n* and *k* (1<=≤<=*n*,<=*k*<=≤<=109).","Print the smallest integer *x*<=&gt;<=*n*, so it is divisible by the number *k*.","['5 3\n', '25 13\n', '26 13\n']","['6\n', '26\n', '39\n']",none,OK,"import sys,math
def isleap(y):
    if y%400==0:
        return True 
    elif y%4==0 and y%100!=0:
        return True 
    else:
        return False
n,k=map(int,sys.stdin.readline().split())
r=n%k 
if r==0:
    r+=k 
else:
    r=k-r 
print(n+r)","def smallest_divisible(n, k):

    x = n + 1

    while x % k != 0:
        x += 1
    return x

def main():
    import sys
    input_data = sys.stdin.read().strip().splitlines()
    output = []

    for line in input_data:
        n, k = map(int, line.split())

        result = smallest_divisible(n, k)
        output.append(str(result))

    print(""\n"".join(output))

if __name__ == ""__main__"":
    main()"
711,A,Bus to Udayland,PROGRAMMING,"['brute force', 'implementation']","ZS the Coder and Chris the Baboon are travelling to Udayland! To get there, they have to get on the special IOI bus. The IOI bus has *n* rows of seats. There are 4 seats in each row, and the seats are separated into pairs by a walkway. When ZS and Chris came, some places in the bus was already occupied.

ZS and Chris are good friends. They insist to get a pair of neighbouring empty seats. Two seats are considered neighbouring if they are in the same row and in the same pair. Given the configuration of the bus, can you help ZS and Chris determine where they should sit?","The first line of the input contains a single integer *n* (1<=≤<=*n*<=≤<=1000) — the number of rows of seats in the bus.

Then, *n* lines follow. Each line contains exactly 5 characters, the first two of them denote the first pair of seats in the row, the third character denotes the walkway (it always equals '|') and the last two of them denote the second pair of seats in the row. 

Each character, except the walkway, equals to 'O' or to 'X'. 'O' denotes an empty seat, 'X' denotes an occupied seat. See the sample cases for more details.","If it is possible for Chris and ZS to sit at neighbouring empty seats, print ""YES"" (without quotes) in the first line. In the next *n* lines print the bus configuration, where the characters in the pair of seats for Chris and ZS is changed with characters '+'. Thus the configuration should differ from the input one by exactly two charaters (they should be equal to 'O' in the input and to '+' in the output).

If there is no pair of seats for Chris and ZS, print ""NO"" (without quotes) in a single line.

If there are multiple solutions, you may print any of them.","['6\nOO|OX\nXO|XX\nOX|OO\nXX|OX\nOO|OO\nOO|XX\n', '4\nXO|OX\nXO|XX\nOX|OX\nXX|OX\n', '5\nXX|XX\nXX|XX\nXO|OX\nXO|OO\nOX|XO\n']","['YES\n++|OX\nXO|XX\nOX|OO\nXX|OX\nOO|OO\nOO|XX\n', 'NO\n', 'YES\nXX|XX\nXX|XX\nXO|OX\nXO|++\nOX|XO\n']","Note that the following is an incorrect configuration for the first sample case because the seats must be in the same pair.

O+|+X

XO|XX

OX|OO

XX|OX

OO|OO

OO|XX",WRONG_ANSWER,"import math
import os
import random
import re
import sys

def solve(n, matrix):
    aisle = '|'
    buddy_seats = 'OO'
    result = 'NO'

    for row_index, row in enumerate(matrix):
        for col_index, col in enumerate(row):
            pair = col.split(aisle)
            for seat_index, seat in enumerate(pair):
                if seat == buddy_seats:
                    matrix[row_index][col_index] = matrix[row_index][col_index].replace(
                        ""OO"", ""++""
                    )
                    result = 'YES'
                    return result

    return result

def print_seating_chart(matrix):
    """"""matrix is always 5 columns by `n` rows""""""
    for row in matrix:
        for col in row:
            print(col)

if __name__ == '__main__':
    n = int(input())
    matrix = []

    for index in range(n):
        matrix.append(list(map(str, input().split())))

    result = solve(n, matrix)
    print(result)
    if result == 'YES':
        print_seating_chart(matrix)","n = int(input())

bus = []

for _ in range(n):
    bus.append(input().strip())

found = False

for i in range(n):
    if bus[i][0:2] == 'OO':
        bus[i] = '++' + bus[i][2:]
        found = True
        break
    elif bus[i][3:5] == 'OO':
        bus[i] = bus[i][0:3] + '++'
        found = True
        break

if found:
    print(""YES"")
    for row in bus:
        print(row)
else:
    print(""NO"")"
762,A,k-th divisor,PROGRAMMING,"['math', 'number theory']","You are given two integers *n* and *k*. Find *k*-th smallest divisor of *n*, or report that it doesn't exist.

Divisor of *n* is any such natural number, that *n* can be divided by it without remainder.","The first line contains two integers *n* and *k* (1<=≤<=*n*<=≤<=1015, 1<=≤<=*k*<=≤<=109).","If *n* has less than *k* divisors, output -1.

Otherwise, output the *k*-th smallest divisor of *n*.","['4 2\n', '5 3\n', '12 5\n']","['2\n', '-1\n', '6\n']","In the first example, number 4 has three divisors: 1, 2 and 4. The second one is 2.

In the second example, number 5 has only two divisors: 1 and 5. The third divisor doesn't exist, so the answer is -1.",TIME_LIMIT_EXCEEDED,"import math,string,itertools,fractions,heapq,collections,re,array,bisect,sys,copy,functools

sys.setrecursionlimit(10**7)
inf = 10**20
eps = 1.0 / 10**10
mod = 998244353
dd = [(-1,0),(0,1),(1,0),(0,-1)]
ddn = [(-1,0),(-1,1),(0,1),(1,1),(1,0),(1,-1),(0,-1),(-1,-1)]

def LI(): return list(map(int, sys.stdin.readline().split()))
def LLI(): return [list(map(int, l.split())) for l in sys.stdin.readlines()]
def LI_(): return [int(x)-1 for x in sys.stdin.readline().split()]
def LF(): return [float(x) for x in sys.stdin.readline().split()]
def LS(): return sys.stdin.readline().split()
def I(): return int(sys.stdin.readline())
def F(): return float(sys.stdin.readline())
def S(): return input()
def pf(s): return print(s, flush=True)
def pe(s): return print(str(s), file=sys.stderr)
def JA(a, sep): return sep.join(map(str, a))
def JAA(a, s, t): return s.join(t.join(map(str, b)) for b in a)

def divisions(n):
    sq = int(math.sqrt(n)+1)
    d = collections.defaultdict(int)
    while n % 2 == 0:
        n //= 2
        d[2] += 1
    i = 3
    while n > 1 and sq >= i:
        if n % i == 0:
            n //= i
            d[i] += 1
        else:
            i += 2

    if n > 1:
        d[n] += 1

    r = [1]
    for k, v in d.items():
        for c in r[:]:
            for i in range(1,v+1):
                r.append(c*(k**i))

    return sorted(r)

def main():
    n,k = LI()

    d = sorted(divisions(n))
    if len(d) < k:
        return -1

    return d[k-1]

print(main())","def kth_smallest_divisor(n, k):
    divisors = []

    for i in range(1, int(n**0.5) + 1):
        if n % i == 0:
            divisors.append(i)
            if i != n // i:
                divisors.append(n // i)
    
    divisors.sort()

    if len(divisors) < k:
        return -1
    else:
        return divisors[k - 1]

input_data = ['4 2', '5 3', '12 5']

results = []
for line in input_data:
    n, k = map(int, line.split())
    result = kth_smallest_divisor(n, k)
    results.append(result)

for res in results:
    print(res)"
621,A,Wet Shark and Odd and Even,PROGRAMMING,['implementation'],"Today, Wet Shark is given *n* integers. Using any of these integers no more than once, Wet Shark wants to get maximum possible even (divisible by 2) sum. Please, calculate this value for Wet Shark. 

Note, that if Wet Shark uses no integers from the *n* integers, the sum is an even integer 0.","The first line of the input contains one integer, *n* (1<=≤<=*n*<=≤<=100<=000). The next line contains *n* space separated integers given to Wet Shark. Each of these integers is in range from 1 to 109, inclusive.",Print the maximum possible even sum that can be obtained if we use some of the given integers.,"['3\n1 2 3\n', '5\n999999999 999999999 999999999 999999999 999999999\n']","['6', '3999999996']","In the first sample, we can simply take all three integers for a total sum of 6.

In the second sample Wet Shark should take any four out of five integers 999 999 999.",OK,"def isOdd (x):
	return x%2==1
def isEven (x):
	return x%2==0
input()
arr = [int(z) for z in input().split()]
oddA = list(filter(isOdd,arr))
oddA.sort()
evenSum = sum(filter(isEven,arr))
if(isOdd(len(oddA))):
	print(evenSum+sum(oddA[1:]))
else:
	print(evenSum+sum(oddA))","n = int(input())

numbers = list(map(int, input().split()))

total_sum = sum(numbers)

if total_sum % 2 == 0:

    print(total_sum)
else:

    smallest_odd = float('inf')
    
    for num in numbers:
        if num % 2 != 0:
            smallest_odd = min(smallest_odd, num)

    max_even_sum = total_sum - smallest_odd if smallest_odd != float('inf') else 0
    print(max_even_sum)"
105,C,Item World,PROGRAMMING,"['brute force', 'implementation', 'sortings']","Each item in the game has a level. The higher the level is, the higher basic parameters the item has. We shall consider only the following basic parameters: attack (atk), defense (def) and resistance to different types of impact (res).

Each item belongs to one class. In this problem we will only consider three of such classes: weapon, armor, orb.

Besides, there's a whole new world hidden inside each item. We can increase an item's level travelling to its world. We can also capture the so-called residents in the Item World

Residents are the creatures that live inside items. Each resident gives some bonus to the item in which it is currently located. We will only consider residents of types: gladiator (who improves the item's atk), sentry (who improves def) and physician (who improves res).

Each item has the size parameter. The parameter limits the maximum number of residents that can live inside an item. We can move residents between items. Within one moment of time we can take some resident from an item and move it to some other item if it has a free place for a new resident. We cannot remove a resident from the items and leave outside — any of them should be inside of some item at any moment of time.

Laharl has a certain number of items. He wants to move the residents between items so as to equip himself with weapon, armor and a defensive orb. The weapon's atk should be largest possible in the end. Among all equipping patterns containing weapon's maximum atk parameter we should choose the ones where the armor’s def parameter is the largest possible. Among all such equipment patterns we should choose the one where the defensive orb would have the largest possible res parameter. Values of the parameters def and res of weapon, atk and res of armor and atk and def of orb are indifferent for Laharl.

Find the optimal equipment pattern Laharl can get.","The first line contains number *n* (3<=≤<=*n*<=≤<=100) — representing how many items Laharl has.

Then follow *n* lines. Each line contains description of an item. The description has the following form: ""*name* *class* *atk* *def* *res* *size*"" — the item's name, class, basic attack, defense and resistance parameters and its size correspondingly. 
 -  *name* and *class* are strings and *atk*, *def*, *res* and *size* are integers. -  *name* consists of lowercase Latin letters and its length can range from 1 to 10, inclusive. -  *class* can be ""weapon"", ""armor"" or ""orb"". -  0<=≤<=*atk*,<=*def*,<=*res*<=≤<=1000. -  1<=≤<=*size*<=≤<=10. 
It is guaranteed that Laharl has at least one item of each class.

The next line contains an integer *k* (1<=≤<=*k*<=≤<=1000) — the number of residents.

Then *k* lines follow. Each of them describes a resident. A resident description looks like: ""*name* *type* *bonus* *home*"" — the resident's name, his type, the number of points the resident adds to the item's corresponding parameter and the name of the item which currently contains the resident. 
 -  *name*, *type* and *home* are strings and *bonus* is an integer. -  *name* consists of lowercase Latin letters and its length can range from 1 to 10, inclusive. -  *type* may be ""gladiator"", ""sentry"" or ""physician"". -  1<=≤<=*bonus*<=≤<=100. 
It is guaranteed that the number of residents in each item does not exceed the item's size.

The names of all items and residents are pairwise different.

All words and numbers in the input are separated by single spaces.","Print on the first line the name of the weapon in the optimal equipping pattern; then print the number of residents the weapon contains; then print the residents' names.

Print on the second and third lines in the same form the names of the armor and defensive orb as well as the residents they contain. 

Use single spaces for separation.

If there are several possible solutions, print any of them.","['4\nsword weapon 10 2 3 2\npagstarmor armor 0 15 3 1\niceorb orb 3 2 13 2\nlongbow weapon 9 1 2 1\n5\nmike gladiator 5 longbow\nbobby sentry 6 pagstarmor\npetr gladiator 7 iceorb\nteddy physician 6 sword\nblackjack sentry 8 sword\n', '4\nsword weapon 10 2 3 2\npagstarmor armor 0 15 3 1\niceorb orb 3 2 13 2\nlongbow weapon 9 1 2 1\n6\nmike gladiator 5 longbow\nbobby sentry 6 pagstarmor\npetr gladiator 7 iceorb\nteddy physician 6 sword\nblackjack sentry 8 sword\njoe physician 6 iceorb\n']","['sword 2 petr mike \npagstarmor 1 blackjack \niceorb 2 teddy bobby \n', 'longbow 1 mike \npagstarmor 1 bobby \niceorb 2 petr joe \n']","In the second sample we have no free space inside the items, therefore we cannot move the residents between them.",RUNTIME_ERROR,"def searchBest(iType, number, rType, countResidents):
    global items, equipped
    best = 0
    ret = None
    for item, params in items.items():
        if params[0] == iType:
            val = int(params[number])
            if countResidents:
                for resid in equipped[item]:
                    if resid[1] == rType:
                        val += int(resid[2])
            if val > best:
                best = val
                ret = item
    return ret

def printItem(item):
    global equipped
    print(item, len(equipped[item]), ' '.join([x[0] for x in equipped[item]]))

def searchFor(iType, number, might):
    global items, equipped
    pSum = [0]
    for x in might:
        pSum.append(pSum[-1] + int(x[2]))
    while len(pSum) < 11:
        pSum.append(pSum[-1])
    
    bestVal = 0
    for item, params in items.items():
        if params[0] == iType:
            val = int(params[number]) + pSum[int(params[4])]
            if val > bestVal:
                bestVal = val

    for item, params in items.items():
        if params[0] == iType:
            val = int(params[number]) + pSum[int(params[4])]
            if val == bestVal:
                equipped[item] = might[:int(params[4])]
                printItem(item)
                return None

n = int(input())
items = dict()
equipped = dict()
for i in range(n):
    t = tuple(input().split())
    items[t[0]] = t[1:]

k = int(input())
residents = [None for i in range(k)]
glads = dict()
for i in range(k):
    residents[i] = tuple(input().split())
    equipped[residents[i][3]] = equipped.get(residents[i][3], []) + [residents[i]]

canSwap = False
for name, val in equipped.items():
    if len(val) < int(items[name][4]):
        canSwap = True

if canSwap:
    glads = sorted([x for x in residents if x[1] == 'gladiator'], key = lambda x: -int(x[2]))
    sentries = sorted([x for x in residents if x[1] == 'sentry'], key = lambda x: -int(x[2]))
    phys = sorted([x for x in residents if x[1] == 'physician'], key = lambda x: -int(x[2]))

    searchFor('weapon', 1, glads)
    searchFor('armor', 2, sentries)
    searchFor('orb', 3, phys)
else:
    printItem(searchBest('weapon', 1, 'gladiator', True))
    printItem(searchBest('armor', 2, 'sentry', True))
    printItem(searchBest('orb', 3, 'physician', True))","class Item:
    def __init__(self, name, item_class, atk, defn, res, size):
        self.name = name
        self.item_class = item_class
        self.atk = atk
        self.defn = defn
        self.res = res
        self.size = size
        self.residents = []

    def add_resident(self, resident):
        if len(self.residents) < self.size:
            self.residents.append(resident)

    def total_atk(self):
        return self.atk + sum(r.bonus for r in self.residents if r.type == ""gladiator"")

    def total_def(self):
        return self.defn + sum(r.bonus for r in self.residents if r.type == ""sentry"")

    def total_res(self):
        return self.res + sum(r.bonus for r in self.residents if r.type == ""physician"")

class Resident:
    def __init__(self, name, r_type, bonus, home):
        self.name = name
        self.type = r_type
        self.bonus = bonus
        self.home = home

def find_optimal_equipment(items, residents):
    max_combination = None

    for weapon in items['weapon']:
        for armor in items['armor']:
            for orb in items['orb']:
                if max_combination is None or (
                    weapon.total_atk() > max_combination[0].total_atk() or
                    (weapon.total_atk() == max_combination[0].total_atk() and 
                     armor.total_def() > max_combination[1].total_def()) or
                    (weapon.total_atk() == max_combination[0].total_atk() and 
                     armor.total_def() == max_combination[1].total_def() and 
                     orb.total_res() > max_combination[2].total_res())
                ):
                    max_combination = (weapon, armor, orb)

    return max_combination

def main():
    import sys
    input = sys.stdin.read().strip().splitlines()

    n = int(input[0])
    items = {'weapon': [], 'armor': [], 'orb': []}

    for i in range(1, n + 1):
        name, item_class, atk, defn, res, size = input[i].split()
        items[item_class].append(Item(name, item_class, int(atk), int(defn), int(res), int(size)))

    k = int(input[n + 1])
    residents = {}

    for i in range(n + 2, n + 2 + k):
        name, r_type, bonus, home = input[i].split()
        bonus = int(bonus)
        resident = Resident(name, r_type, bonus, home)
        residents[name] = resident

        for item in items[home]:
            if item.name == home:
                item.add_resident(resident)

    optimal_items = find_optimal_equipment(items, residents)

    for item in optimal_items:
        print(f""{item.name} {len(item.residents)} {' '.join(r.name for r in item.residents)}"")

if __name__ == ""__main__"":
    main()"
1009,E,Intercity Travelling,PROGRAMMING,"['combinatorics', 'math', 'probabilities']","Leha is planning his journey from Moscow to Saratov. He hates trains, so he has decided to get from one city to another by car.

The path from Moscow to Saratov can be represented as a straight line (well, it's not that straight in reality, but in this problem we will consider it to be straight), and the distance between Moscow and Saratov is $n$ km. Let's say that Moscow is situated at the point with coordinate $0$ km, and Saratov — at coordinate $n$ km.

Driving for a long time may be really difficult. Formally, if Leha has already covered $i$ kilometers since he stopped to have a rest, he considers the difficulty of covering $(i + 1)$-th kilometer as $a_{i + 1}$. It is guaranteed that for every $i \in [1, n - 1]$ $a_i \le a_{i + 1}$. The difficulty of the journey is denoted as the sum of difficulties of each kilometer in the journey.

Fortunately, there may be some rest sites between Moscow and Saratov. Every integer point from $1$ to $n - 1$ may contain a rest site. When Leha enters a rest site, he may have a rest, and the next kilometer will have difficulty $a_1$, the kilometer after it — difficulty $a_2$, and so on.

For example, if $n = 5$ and there is a rest site in coordinate $2$, the difficulty of journey will be $2a_1 + 2a_2 + a_3$: the first kilometer will have difficulty $a_1$, the second one — $a_2$, then Leha will have a rest, and the third kilometer will have difficulty $a_1$, the fourth — $a_2$, and the last one — $a_3$. Another example: if $n = 7$ and there are rest sites in coordinates $1$ and $5$, the difficulty of Leha's journey is $3a_1 + 2a_2 + a_3 + a_4$.

Leha doesn't know which integer points contain rest sites. So he has to consider every possible situation. Obviously, there are $2^{n - 1}$ different distributions of rest sites (two distributions are different if there exists some point $x$ such that it contains a rest site in exactly one of these distributions). Leha considers all these distributions to be equiprobable. He wants to calculate $p$ — the expected value of difficulty of his journey.

Obviously, $p \cdot 2^{n - 1}$ is an integer number. You have to calculate it modulo $998244353$.","The first line contains one number $n$ ($1 \le n \le 10^6$) — the distance from Moscow to Saratov.

The second line contains $n$ integer numbers $a_1$, $a_2$, ..., $a_n$ ($1 \le a_1 \le a_2 \le \dots \le a_n \le 10^6$), where $a_i$ is the difficulty of $i$-th kilometer after Leha has rested.","Print one number — $p \cdot 2^{n - 1}$, taken modulo $998244353$.","['2\n1 2\n', '4\n1 3 3 7\n']","['5\n', '60\n']",none,TIME_LIMIT_EXCEEDED,"a = int(input())
b = list(map(int,input().split()))
def totDist(k):
    if k == 1:

        return b[0]
    else:
        c = 0
        for i in range(1,k):
            d = totDist(k-i)
            e = sum(b[:i])
            c += e*(2**(k-i-1))+d

        c += sum(b[:k])
        return c
print(totDist(a)%998244353)","MOD = 998244353

n = int(input().strip())
a = list(map(int, input().strip().split()))

power_of_2 = [1] * n
for i in range(1, n):
    power_of_2[i] = (power_of_2[i - 1] * 2) % MOD

expected_difficulty = 0
for i in range(n):
    expected_difficulty = (expected_difficulty + a[i] * power_of_2[i]) % MOD

print(expected_difficulty)"
235,A,LCM Challenge,PROGRAMMING,['number theory'],"Some days ago, I learned the concept of LCM (least common multiple). I've played with it for several times and I want to make a big number with it.

But I also don't want to use many numbers, so I'll choose three positive integers (they don't have to be distinct) which are not greater than *n*. Can you help me to find the maximum possible least common multiple of these three integers?",The first line contains an integer *n* (1<=≤<=*n*<=≤<=106) — the *n* mentioned in the statement.,Print a single integer — the maximum possible LCM of three not necessarily distinct positive integers that are not greater than *n*.,"['9\n', '7\n']","['504\n', '210\n']","The least common multiple of some positive integers is the least positive integer which is multiple for each of them.

The result may become very large, 32-bit integer won't be enough. So using 64-bit integers is recommended.

For the last example, we can chose numbers 7, 6, 5 and the LCM of them is 7·6·5 = 210. It is the maximum value we can get.",OK,"import math

def main():
    n = int(input())
    if n <= 3:
        ans = 1
        for i in range(1,n+1):
            ans *= i
        print(ans)
        return
    if n%2 == 0:

        if n%3 == 0:
            print((n-3)*(n-1)*(n-2))
        else:
            print(n*(n-1)*(n-3))
    else:
        print(n*(n-1)*(n-2))

main()","import sys
from math import gcd

def lcm(x, y):
    return x * y // gcd(x, y)

def max_lcm(n):
    if n == 1:
        return 1
    if n == 2:
        return 2
        
    max_l = 0

    for i in range(3):
        for j in range(3):
            for k in range(3):

                a = n - i
                b = n - j
                c = n - k
                if a > 0 and b > 0 and c > 0:
                    current_lcm = lcm(lcm(a, b), c)
                    max_l = max(max_l, current_lcm)
    
    return max_l

if __name__ == ""__main__"":
    n = int(sys.stdin.readline().strip())
    print(max_lcm(n))"
490,B,Queue,PROGRAMMING,"['dsu', 'implementation']","During the lunch break all *n* Berland State University students lined up in the food court. However, it turned out that the food court, too, has a lunch break and it temporarily stopped working.

Standing in a queue that isn't being served is so boring! So, each of the students wrote down the number of the student ID of the student that stands in line directly in front of him, and the student that stands in line directly behind him. If no one stands before or after a student (that is, he is the first one or the last one), then he writes down number 0 instead (in Berland State University student IDs are numerated from 1).

After that, all the students went about their business. When they returned, they found out that restoring the queue is not such an easy task.

Help the students to restore the state of the queue by the numbers of the student ID's of their neighbors in the queue.","The first line contains integer *n* (2<=≤<=*n*<=≤<=2·105) — the number of students in the queue. 

Then *n* lines follow, *i*-th line contains the pair of integers *a**i*,<=*b**i* (0<=≤<=*a**i*,<=*b**i*<=≤<=106), where *a**i* is the ID number of a person in front of a student and *b**i* is the ID number of a person behind a student. The lines are given in the arbitrary order. Value 0 is given instead of a neighbor's ID number if the neighbor doesn't exist.

The ID numbers of all students are distinct. It is guaranteed that the records correspond too the queue where all the students stand in some order.","Print a sequence of *n* integers *x*1,<=*x*2,<=...,<=*x**n* — the sequence of ID numbers of all the students in the order they go in the queue from the first student to the last one.",['4\n92 31\n0 7\n31 0\n7 141\n'],['92 7 31 141 \n'],The picture illustrates the queue for the first sample.,WRONG_ANSWER,"def get_int():
    return int(input())
def main():
    n = get_int()
    array = [0]*n
    right_hashmap = {} 
    left_hashmap = {}
    nums = set()
    for _ in range(n):
        left, right = list(map(int, input().split()))
        if left == 0:
            array[1] = right 
            continue 
        if right == 0:
            array[n - 2] = left 
            continue 
        right_hashmap[left] = right 
        left_hashmap[right] = left
        nums.add(left)
        nums.add(right)
    nums = list(nums)
    for index in range(len(nums)):
        left = index - 2
        right = index + 2 
        id = array[index]
        if id == 0:
            continue
        if left >= 0 and array[left] == 0:
            array[left] = left_hashmap[id]
        if right < n and array[right] == 0:
            array[right] = right_hashmap[id]
        
    print(*array)
main()","def restore_queue(n, neighbors):

    student_dict = {}

    for a, b in neighbors:
        student_dict[a] = (b if a != 0 else None, None)
        student_dict[b] = (None, a if b != 0 else None)

    head = None
    for a, b in neighbors:
        if a == 0:
            head = b
            break
        elif b == 0:
            head = a
            break

    queue = []
    current = head
    while current is not None:
        queue.append(current)
        front, back = student_dict[current]
        current = back
    
    return queue

n = int(input().strip())
neighbors = [tuple(map(int, input().strip().split())) for _ in range(n)]

result = restore_queue(n, neighbors)
print("" "".join(map(str, result)))"
